NomFestival,Envergure,Region,Departement,Commune,CodePostal,Discipline,PeriodeFestival,GeocodageXY
Un Week-end à la Rue,,Bretagne,Ille-et-Vilaine,Vern-sur-Seiche,35770,Musique,Avant-saison (1er janvier - 20 juin),"48.0525245014, -1.60521106164"
6esens,,Bretagne,Ille-et-Vilaine,Saint-Aubin-d'Aubigné,35250,Musique,Avant-saison (1er janvier - 20 juin),"48.2620229996, -1.60028441082"
Musique en Charolais-Brionnais,Intercommunale,Bourgogne-Franche-Comté,Saône-et-Loire,Saint-Bonnet-de-Joux,71220,Musique,Saison (21 juin - 5 septembre),"46.4782854677, 4.43348327243"
Drop'n Rock,,Grand Est,Vosges,Sainte-Marguerite,88100,Musique,Saison (21 juin - 5 septembre),"48.2675581117, 6.97340042686"
Festival en Othe,,Bourgogne-Franche-Comté,Yonne,Saint-Florentin,89600,Spectacle vivant,Saison (21 juin - 5 septembre),"47.996991653, 3.70472818773"
La Note et les PLanches,,Centre-Val de Loire,Cher,Saint-Florent-sur-Cher,18400,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"46.9913946761, 2.25409311039"
Les Rencontres du film d'art,,Occitanie,Haute-Garonne,Saint-Gaudens,31800,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"43.1199260811, 0.726613564199"
Les bulles s'éclatent,Intercommunale,Auvergne-Rhône-Alpes,Ain,Saint-Genis-Pouilly,1630,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"46.254539333, 6.0362907345"
America Molo Man,,Guyane,Guyane,Saint-Laurent-du-Maroni,97320,"Cinéma, audiovisuel",Octobre,"4.96474398632, -53.9832113662"
Musique en cour jazz & lyrique,,Occitanie,Gard,Aigues-Mortes,30220,Musique,Saison (21 juin - 5 septembre),"43.5507249635, 4.18349802063"
Festival des Effilochés,,Occitanie,Lot,Saint-Laurent-Les-Tours,46400,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"44.8817459131, 1.90434395957"
Leu Tempo Festival,,La Réunion,La Réunion,Saint-Leu,97436,Spectacle vivant,Mai,"-21.1665966424, 55.3331335776"
Le tour du pays d'aix,Intercommunale,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Aix-en-Provence,13100,Musique,Après-saison (6 septembre - 31 décembre),"43.5360708378, 5.39857444582"
Festival des Traversées Tatihou,,Normandie,Manche,Saint-Lô,50050,Musique,Saison (21 juin - 5 septembre),"49.1099624249, -1.07755642702"
Demain C'est Bien,,Auvergne-Rhône-Alpes,Isère,Saint-Martin-d'Hères,38421,Musique,Après-saison (6 septembre - 31 décembre),"45.1533114965, 5.85697188801"
Picardie 4 Ever,,Hauts-de-France,Oise,Saint-Pierre-les-Bitry,60350,"Arts visuels, arts numériques",Après-saison (6 septembre - 31 décembre),"49.4314595152, 3.08507355061"
Jazz À Saint-Sat,,Nouvelle-Aquitaine,Charente,Saint-Saturnin,16290,Musique,Avant-saison (1er janvier - 20 juin),"45.6676447323, 0.0400326832597"
Festival international des écrits de femmes,,Bourgogne-Franche-Comté,Yonne,Saint-Sauveur-en-Puisaye,89520,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"47.6390792978, 3.20437842755"
Les nuits de Saint-Sauveur,Intercommunale,Bourgogne-Franche-Comté,Yonne,Saint-Sauveur-en-Puisaye,89520,Musique,Saison (21 juin - 5 septembre),"47.6390792978, 3.20437842755"
Les z'expressives,Intercommunale,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Salon-De-Provence,13300,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"43.6462885238, 5.06814649576"
Les Jeux du Théâtre,,Nouvelle-Aquitaine,Dordogne,Sarlat-la-Canéda,24200,Spectacle vivant,Saison (21 juin - 5 septembre),"44.8983558068, 1.2066486429"
Festival Chants Danses et Musiques du Monde de Saran,,Nouvelle-Aquitaine,Corrèze,Sarran,19800,Spectacle vivant,Saison (21 juin - 5 septembre),"45.4121016966, 1.93125887963"
Oktomuerte,,Occitanie,Gard,Sauve,30610,Musique,Après-saison (6 septembre - 31 décembre),"43.9373635895, 3.95465985604"
Festival du film court de senlis,,Hauts-de-France,Oise,Senlis,60300,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"49.2118455897, 2.58570626014"
Salon du polar de Sens,,Bourgogne-Franche-Comté,Yonne,Sens,89100,"Livre, littérature",Saison (21 juin - 5 septembre),"48.1956727015, 3.29793332552"
Festival Les Courtes Bobines,,Occitanie,Hérault,Sète,34200,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"43.3917705831, 3.64705148296"
La Musique fait son cinéma,,Île-de-France,Val-d'Oise,Soisy-sous-Montmorency,95230,Pluridisciplinaire,Avant-saison (1er janvier - 20 juin),"48.9884077875, 2.30049978342"
Festival des Musiques Sacrées du Monde,,Grand Est,Bas-Rhin,Strasbourg,67000,Musique,Avant-saison (1er janvier - 20 juin),"48.5712679849, 7.76752679517"
Festival du Livre Audio et du Podcast,,Grand Est,Bas-Rhin,Strasbourg,67000,"Livre, littérature",Saison (21 juin - 5 septembre),"48.5712679849, 7.76752679517"
L'industrie Magnifique,,Grand Est,Bas-Rhin,Strasbourg,67000,"Arts visuels, arts numériques",Après-saison (6 septembre - 31 décembre),"48.5712679849, 7.76752679517"
En Plein Arts,,Nouvelle-Aquitaine,Gironde,Talence,33400,Spectacle vivant,Saison (21 juin - 5 septembre),"44.8060817507, -0.591124592873"
Plantez-là,,Occitanie,Lot,Théminettes,46120,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"44.7180986465, 1.84984788419"
Festiv'art et théâtre,,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Touet-sur-Var,6700,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"43.9433123484, 7.01347640084"
Art et foi,,Provence-Alpes-Côte d'Azur,Var,Toulon,83000,Musique,Saison (21 juin - 5 septembre),"43.1361589728, 5.93239634249"
Festival international du film maritime et d'exploration,,Provence-Alpes-Côte d'Azur,Var,Toulon,83000,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"43.1361589728, 5.93239634249"
Cinespaña,Transfrontalier,Occitanie,Haute-Garonne,Toulouse,31000,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"43.5963814303, 1.43167293364"
Corrida audiovisuelle,Intercommunale,Occitanie,Haute-Garonne,Toulouse,31000,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"43.5963814303, 1.43167293364"
Jazz de Tourrettes,,Provence-Alpes-Côte d'Azur,Var,Tourrettes,83440,Musique,Saison (21 juin - 5 septembre),"43.6140539601, 6.72378364475"
Moissons,,Centre-Val de Loire,Indre-et-Loire,Tours,37000,Musique,Après-saison (6 septembre - 31 décembre),"47.3986382281, 0.696526376417"
Festival de l’Oriolet,,Pays de la Loire,Mayenne,Vaiges,53480,Musique,Saison (21 juin - 5 septembre),"48.0506374243, -0.471285801786"
Bulles de neige,,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Valberg,6470,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"44.1299250439, 6.92098583862"
Jazz à Vannes,,Bretagne,Morbihan,Vannes,56000,Musique,Saison (21 juin - 5 septembre),"47.6597493766, -2.75714329498"
Artdanthé,,Île-de-France,Hauts-de-Seine,Vanves,92170,Pluridisciplinaire,Avant-saison (1er janvier - 20 juin),"48.8215227089, 2.28739490768"
SWITCH,,Île-de-France,Hauts-de-Seine,Vanves,92170,Musique,Avant-saison (1er janvier - 20 juin),"48.8215227089, 2.28739490768"
Verjux Saône System,Intercommunale,Bourgogne-Franche-Comté,Saône-et-Loire,Verjux,71590,Musique,Saison (21 juin - 5 septembre),"46.877805287, 4.97685538795"
Funambals,,Auvergne-Rhône-Alpes,Métropole de Lyon,Villeurbanne,69100,Musique,Avant-saison (1er janvier - 20 juin),"45.7707704179, 4.88845817426"
Vit;rit 2x+,,Grand Est,Marne,Vitry-le-François,51300,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"48.728201078, 4.59222371874"
Festival Claude Hellfer,,Île-de-France,Val-de-Marne,Vitry-sur-Seine,94400,Musique,Avant-saison (1er janvier - 20 juin),"48.7882828307, 2.39412680533"
La Tour Met Les Watts,,Île-de-France,Yvelines,Voisins-le-Bretonneux,78960,Musique,Saison (21 juin - 5 septembre),"48.758677648, 2.04850691768"
Regards sur la femme et le 7ème art,,Occitanie,Hérault,Agde,34300,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"43.309129116, 3.48447903133"
Écran libre - festival international du court-métrage,,Occitanie,Gard,Aigues-Mortes,30220,"Cinéma, audiovisuel",Saison (21 juin - 5 septembre),"43.5507249635, 4.18349802063"
Images mouvementées,,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Aix-en-Provence,13100,"Cinéma, audiovisuel",Saison (21 juin - 5 septembre),"43.5360708378, 5.39857444582"
Momaix,,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Aix-en-Provence,13616,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"43.296346, 5.369889"
La Bellongaise,,Occitanie,Ariège,Castillon-en-Couserans,9800,Musique,Avant-saison (1er janvier - 20 juin),"42.9165658331, 1.05571963783"
La Brèche festival,Départementale,Auvergne-Rhône-Alpes,Savoie,Aix-les-Bains,73100,Musique,Avant-saison (1er janvier - 20 juin),"45.6978541675, 5.90388626955"
Légendes de Normandie,,Normandie,Orne,Alençon,61000,"Arts visuels, arts numériques",Après-saison (6 septembre - 31 décembre),"48.4318193082, 0.0915406916107"
Les empreintes sonores,Départementale,Auvergne-Rhône-Alpes,Haute-Savoie,Annecy,74600,Musique,Après-saison (6 septembre - 31 décembre),"46.0302694516, 6.66062068121"
À vous de voir - Le festival,Intercommunale,Occitanie,Haute-Garonne,Arbas,31160,Spectacle vivant,Saison (21 juin - 5 septembre),"42.9925595052, 0.905628547412"
"Arelate, journées romaines d'arles",Départementale,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Arles,13200,Spectacle vivant,Saison (21 juin - 5 septembre),"43.5468692378, 4.66215642574"
Lectures Esti'Val d'Ille-Aubigné,,Bretagne,Ille-et-Vilaine,Aubigné,35250,"Livre, littérature",Saison (21 juin - 5 septembre),"48.2991937889, -1.63035557088"
Par monts et par mots - rencontres littéraires et culturelles pour les enfants des villes et les enfants des champs,,Occitanie,Gers,Auch,32013,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"43.6534300414, 0.575190250459"
Les nuits secrètes,Interrégionale,Hauts-de-France,Nord,Aulnoye-Aymeries,59620,Musique,Saison (21 juin - 5 septembre),"50.2058749072, 3.83263118494"
10ème art,Internationale,Auvergne-Rhône-Alpes,Cantal,Aurillac,15000,"Arts visuels, arts numériques",Saison (21 juin - 5 septembre),"44.9245233686, 2.44162453828"
Biennale d’art sacré,,Bourgogne-Franche-Comté,Saône-et-Loire,Autun,71400,Pluridisciplinaire,Saison (21 juin - 5 septembre),"46.945536773, 4.31060069532"
C'est pas du luxe!,Nationale,Provence-Alpes-Côte d'Azur,Vaucluse,Avignon,84000,Pluridisciplinaire,Après-saison (6 septembre - 31 décembre),"43.9352448339, 4.84071572505"
Les rencontres festives de l'épicycle,,Provence-Alpes-Côte d'Azur,Vaucluse,Avignon,84095,Musique,Saison (21 juin - 5 septembre),"43.9352448339, 4.84071572505"
Les Rencontres du Réel,,Nouvelle-Aquitaine,Dordogne,Badefols-sur-Dordogne,24150,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"44.8391204649, 0.800580246575"
Rencontres chorégraphiques internationales de Seine-Saint-Denis,,Île-de-France,Seine-Saint-Denis,Bagnolet,93170,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"48.8690836308, 2.42274096688"
En Nord Beat,Internationale,Hauts-de-France,Nord,Bailleul,59043,Musique,Saison (21 juin - 5 septembre),"50.7274252798, 2.7379912081"
Les musicales de Bandol,,Provence-Alpes-Côte d'Azur,Var,Bandol,83150,Musique,Après-saison (6 septembre - 31 décembre),"43.1473544522, 5.74789358398"
Plage musicale en Bangor,,Bretagne,Morbihan,Bangor,56360,Musique,Saison (21 juin - 5 septembre),"47.313014109, -3.1920046614"
Fête du printemps,,Grand Est,Meuse,Bar-le-Duc,55000,Spectacle vivant,Saison (21 juin - 5 septembre),"48.7642280465, 5.16346492169"
Cri de femmes,Départementale,Guadeloupe,Guadeloupe,Basse-Terre,97100,Pluridisciplinaire,Avant-saison (1er janvier - 20 juin),"16.0004645662, -61.7281032959"
Weekend du carnet de voyage,Intercommunale,Auvergne-Rhône-Alpes,Isère,Beaurepaire,38270,Pluridisciplinaire,Avant-saison (1er janvier - 20 juin),"45.3365279901, 5.04348562581"
Ciné rural,,Hauts-de-France,Oise,Beauvais,60000,"Cinéma, audiovisuel",Saison (21 juin - 5 septembre),"49.4365523321, 2.08616123661"
Les Phonies Bergères,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Bedous,64490,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"43.0056214728, -0.588165067203"
Bretelle(s) Festival,,Occitanie,Aveyron,Bertholène,12310,Musique,Saison (21 juin - 5 septembre),"44.3951997527, 2.78341531364"
Atmosphères,,Île-de-France,Val-d'Oise,Courbevoie,92400,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"48.8984504771, 2.25570587289"
Festival de Besançon/Montfaucon,Transfrontalière,Bourgogne-Franche-Comté,Doubs,Besançon,25660,Musique,Avant-saison (1er janvier - 20 juin),"47.2553872249, 6.01948696494"
L'Art contre l'adversité,Départementale,Occitanie,Gers,Betcave-Aguin,32420,Musique,Saison (21 juin - 5 septembre),"43.4451021606, 0.683256837932"
Colorama Street Art festival,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Biarritz,64200,"Arts visuels, arts numériques",Saison (21 juin - 5 septembre),"43.4695847227, -1.55309857519"
Beaujolais en scène et en musique,,Auvergne-Rhône-Alpes,Rhône,Blacé,69460,Spectacle vivant,Saison (21 juin - 5 septembre),"46.0346971393, 4.63561700748"
Pas'sage,,Nouvelle-Aquitaine,Gironde,Blaye,33390,Spectacle vivant,Saison (21 juin - 5 septembre),"45.127899764, -0.669707092291"
"Polar'encontre – Salon du Polar, roman et BD",,Nouvelle-Aquitaine,Lot-et-Garonne,Bon-Encontre,47240,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"44.2084448019, 0.689070804076"
Discotake,,Nouvelle-Aquitaine,Gironde,Bordeaux,33000,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"44.8572445351, -0.57369678116"
Queyries fait son cirque,,Nouvelle-Aquitaine,Gironde,Bordeaux,33000,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"44.8572445351, -0.57369678116"
Intramurock,,Hauts-de-France,Pas-de-Calais,Boulogne-sur-Mer,62200,Musique,Après-saison (6 septembre - 31 décembre),"50.7271332663, 1.60756334802"
Académie festival des Arcs,Départementale,Auvergne-Rhône-Alpes,Savoie,Bourg-Saint-Maurice,73700,Musique,Saison (21 juin - 5 septembre),"45.6647980545, 6.76637903907"
Deus'ta!,,Bretagne,Finistère,Brest,29200,Musique,Après-saison (6 septembre - 31 décembre),"48.4004997828, -4.5027907853"
Festival Eclat(s) de rue,Départementale,Normandie,Calvados,Caen,14000,Spectacle vivant,Saison (21 juin - 5 septembre),"49.1847936737, -0.369801713036"
Little Festival,,Nouvelle-Aquitaine,Landes,Capbreton,40130,Musique,Saison (21 juin - 5 septembre),"43.6323255498, -1.42907243956"
Etik'arts,,Occitanie,Aude,Capendu,11700,Musique,Après-saison (6 septembre - 31 décembre),"43.1836102247, 2.5538350475"
L'Epopee hip hop,,Occitanie,Aude,Carcassonne,11000,Musique,Après-saison (6 septembre - 31 décembre),"43.2093798444, 2.34398855385"
Moments Musicaux de la Baie du Mont St Michel,Départementale,Normandie,Manche,Carolles,50740,Musique,Saison (21 juin - 5 septembre),"48.749037599, -1.55955935077"
Festival des cultures et musiques juives de carpentras,,Provence-Alpes-Côte d'Azur,Vaucluse,Carpentras,84200,Musique,Saison (21 juin - 5 septembre),"44.0593802565, 5.06134844776"
Festival de l'humour,,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Carry-Le-Rouet,13620,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"43.3427663021, 5.15373765817"
La Vadrouille des Vaches folks,,Bretagne,Finistère,Cast,29150,Musique,Avant-saison (1er janvier - 20 juin),"48.1490980732, -4.11928421519"
Festival Mère Deny's,Intercommunale,Occitanie,Haute-Garonne,Castanet-Tolosan,31320,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"43.5136166687, 1.50383757047"
Estivales en Fenouillèdes,Intercommunale,Occitanie,Pyrénées-Orientales,Caudiès-de-Fenouillèdes,66220,Musique,saison (21 juin - 5 septembre),"42.8195033862, 2.37751985492"
La Dînette,Intercommunale,Occitanie,Lot,Causse-de-la-Selle,34380,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"43.793318405, 3.62922803202"
Volcadiva,,Auvergne-Rhône-Alpes,Puy-de-Dôme,Chamalières,63130,Musique,Saison (21 juin - 5 septembre),"45.7747966551, 3.0612681838"
Festival de Chambord,,Centre-Val de Loire,Loir-et-Cher,Chambord,41250,Musique,Saison (21 juin - 5 septembre),"47.6160275858, 1.54153082337"
Festival de cuivres,,Centre-Val de Loire,Indre-et-Loire,Chambray-lès-Tours,37170,Musique,Saison (21 juin - 5 septembre),"47.3312652065, 0.716803612336"
Nid'poule festival,,Auvergne-Rhône-Alpes,Ain,Grièges,1290,Musique,Saison (21 juin - 5 septembre),"46.2633634407, 4.84621318847"
Freaks Pop Festival,,Pays de la Loire,Maine-et-Loire,Champigné,49330,Musique,Saison (21 juin - 5 septembre),"47.6841712906, -0.495930395639"
Retour vers le futur,intercommunale,Centre-Val de Loire,Indre,Châteauroux,36000,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"46.8029617828, 1.69399812001"
Chatel'blues,,Nouvelle-Aquitaine,Vienne,Châtellerault,86000,Musique,Saison (21 juin - 5 septembre),"46.8156700185, 0.552598976936"
Festival du Val d'Aulnay,,Île-de-France,Hauts-de-Seine,Châtenay-Malabry,92290,Musique,Avant-saison (1er janvier - 20 juin),"48.7681690197, 2.26282598525"
Festival de la BD de Civrieux d'Azergues,Intercommunale,Auvergne-Rhône-Alpes,Rhône,Civrieux d’Azergues,69380,"Livre, littérature",Avant-saison (1er janvier - 20 juin),"45.854953276, 4.71130995652"
Les Trans'urbaines,Régionale,Auvergne-Rhône-Alpes,Puy-de-Dôme,Clermont-Ferrand,63000,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"45.7856492991, 3.11554542903"
Mars Planète Danse,,Nouvelle-Aquitaine,Charente,Cognac,16100,Spectacle vivant,Avant-saison (1er janvier - 20 juin),"45.6962326551, -0.33507941815"
D'ailleurs et Dici,,Grand Est,Haut-Rhin,Colmar,68000,Spectacle vivant,Saison (21 juin - 5 septembre),"48.1099405789, 7.38468690323"
Les Avant-premières de Cosne-sur-Loire,,Bourgogne-Franche-Comté,Nièvre,Cosne-Cours-sur-Loire,58200,"Cinéma, audiovisuel",Après-saison (6 septembre - 31 décembre),"47.4029099422, 2.94284103771"
Ligat festival,Intercommunale,Occitanie,Aude,Couiza,11190,Musique,Saison (21 juin - 5 septembre),"42.9352199297, 2.27047605296"
Salon du livre fantasy en Beaujolais,,Bourgogne-Franche-Comté,Saône-et-Loire,Crêches-sur-Saône,71680,"Livre, littérature",Après-saison (6 septembre - 31 décembre),"46.2410718628, 4.78718291781"
Les Jeudis de musiqueS à Crozon,,Bretagne,Finistère,Crozon,29160,Musique,Saison (21 juin - 5 septembre),"48.2449715382, -4.49170347769"
Festival International de Musique de Dinard,,Bretagne,Ille-et-Vilaine,Dinard,35800,Musique,Saison (21 juin - 5 septembre),"48.6241805945, -2.0619828606"
Festival de musique classique du château de Dio,,Occitanie,Hérault,Dio-Et-Valquières,34650,Musique,Saison (21 juin - 5 septembre),"43.6690497036, 3.22101697098"
Les Printemps sonores,,Île-de-France,Val-d'Oise,Ermont,95120,Musique,Avant-saison (1er janvier - 20 juin),"48.98824217, 2.25662443737"
Branche & Ciné,Nationale,Île-de-France,Seine-et-Marne,Fontainebleau,77300,"Cinéma, audiovisuel",Saison (21 juin - 5 septembre),"48.4066856508, 2.68031396389"
Histoire de lire,,Provence-Alpes-Côte d'Azur,Hautes-Alpes,Gap,5000,"Livre, littérature",Saison (21 juin - 5 septembre),"44.5798600596, 6.06486052138"
Tout Court ! festival du court-métrage de Gisors,,Normandie,Eure,Gisors,27140,"Cinéma, audiovisuel",Avant-saison (1er janvier - 20 juin),"49.2786723691, 1.76876649685"
Festival 123musique,,Nouvelle-Aquitaine,Gironde,Gradignan,33170,Musique,Avant-saison (1er janvier - 20 juin),"44.7709411201, -0.616137682116"
La Parade des 5 Sens,,Nouvelle-Aquitaine,Landes,Hastingues,40300,Spectacle vivant,Saison (21 juin - 5 septembre),"43.5160536898, -1.13714325683"
Les beaux dimanches du Mont-Noir,,Hauts-de-France,Nord,Hazebrouck,59190,Spectacle vivant,Après-saison (6 septembre - 31 décembre),"50.7262967113, 2.53864301455"
